1	၁
conversation	အာလာပသလ္လာပ
extraordinary	ဝိသေသ
ဝိသေသလက္ခဏာ	ဝိသေသလက္ခဏာ
characteristic	လက္ခဏာ
အပေါင်းလက္ခဏာ	အပေါင်းလက္ခဏာ
အမြှောက်လက္ခဏာ	အမြှောက်လက္ခဏာ
အနုတ်လက္ခဏာ	အနုတ်လက္ခဏာ
multiplication table	အလီ
dick	လီး
penis	လိင်တံ
debt	မြီ
meat	မံသ
sandwich	အသားညှပ်မုန့်
cancer	ကင်ဆာရောဂါ
jaundice	အသားဝါရောဂါ
prophet	တမန်တော်
corn	အသားမာ
malaria	ငှက်ဖျား
hemorrhoid	လိပ်ခေါင်းရောဂါ
hemorrhoid	လိပ်ခေါင်း
hypertension	သွေးတိုးရောဂါ
goitre	လည်ပင်းကြီးရောဂါ
venereal disease	ကာလသားရောဂါ
pneumonia	အဆုတ်ရောင်ရောဂါ
AIDS	ခုခံအားကျရောဂါ
leprosy	အနာကြီးရောဂါ
rabies	ခွေးရူးပြန်ရောဂါ
skin disease	အရေပြားရောဂါ
skin	အရေပြား
impotence	ပန်းသေရောဂါ
gonorrhea	ညောင်းကျရောဂါ
elephantiasis	ဆင်ခြေထောက်ရောဂါ
heart disease	နှလုံးရောဂါ
oliguria	ဆီးချုပ်ရောဂါ
strangury	ဆီးအောင့်ရောဂါ
infectious disease	ကူးစက်ရောဂါ
cholera	ဝမ်းရောဂါ
menstrual disorder	မီးယပ်ရောဂါ
lockjaw	မေးခိုင်ရောဂါ
mental illness	စိတ်ရောဂါ
diabetes	ဆီးချို
asthma	ပန်းနာ
asthma	ပန်းနာရင်ကျပ်
tinea versicolor	ညှင်း
foot-and-mouth disease	ခွာနာလျှာနာ
foot-and-mouth disease	လျှာနာခွာနာ
Newcastle disease	လည်လိမ်နာ
venereal disease	လူပျိုနာ
foot-and-mouth disease	စွတ်စွတ်နာ
bubonic plague	ဘင်နာ
bubonic plague	ပလိပ်
bachelor	လူပျို
rickets	အရိုးပျော့နာ
gonorrhoea	ဆီးပူညောင်းကျ
antipyretic	အဖျားဖြတ်ဆေး
drug	ဩသဓ
stroke	လေဖြတ်ရောဂါ
herpes	ရေယုန်
attic floor	သင်္ဘောကြမ်း
blacksmithing	ပန်းပဲ
sculpture	ပန်းပု
goldsmithing	ပန်းထိမ်
masonry	ပန်းရန်
stone carving	ပန်းတမော့
turnery	ပန်းပွတ်
painting	ပန်းချီ
lacquerware	ပန်းယွန်း
bronze casting	ပန်းတဉ်း
stucco relief	ပန်းတော့
lapidary	ပန်းရွဲ
tracery	ပန်းအိ
ironwork	သံပန်း
arts and crafts	ပန်းဆယ်မျိုး
paramita	ပါရမီဆယ်ပါး
Abhidharma	ဓာတ်ကြီးလေးပါး
Triple Gem	ရတနာသုံးပါး
Triple Gem	သရဏဂုံသုံးပါး
five aggregates	ခန္ဓာငါးပါး
catastrophe	ကပ်ကြီးသုံးပါး
karma	ကံသုံးပါး
three fires	မီးသုံးပါး
Sutta	တိပိဋက
Sutta	ပိဋကတ်
noble eightfold path	မဂ္ဂင်ရှစ်ပါး
five class	ပဉ္စင်တူရိယာ
degree	ဆွေခုနစ်ဆက်မျိုးခုနစ်ဆက်
deities	ဘုရားကိုးဆူ
precious stone	နဝရတ်
topaz	ဥဿဖရား
garnet	ဂေါ်မိတ်
paragon	တော်လေးဝ
coronation regalia	မင်းမြောက်တန်ဆာ
life	အရွယ်ဆယ်ပါး
constellation	အတွင်းတာရာ
offering	ပစ္စည်းလေးပါး
mankind	ရန်သူမျိုးငါးပါး
misfortune	ဝိပတ္တိတရားလေးပါး
friend	ကလျာဏမိတ္တ
cardinal virtue	ဗြဟ္မစိုရ်တရား
season	ဆယ့်နှစ်ရာသီ
impermanence	အနိစ္စ
perpetuity	နိစ္စ
ruler	ခတ္တိယ
commoner	သုဒ္ဒ
priest	ဗြာဟ္မဏ
merchant	ဝေဿ
real estate	ထာဝရဥစ္စာ
moveable property	ဇင်္ဂမဥစ္စာ
property	ဥစ္စာ
parrot	ကြက်တူရွေး
raft	ဖောင်
communications	ဆက်သွယ်ရေး
monk	သင်္ကန်း
white umbrella	ထီးဖြူ
dagger	သန်လျက်
yak tail flywhisk	သားမြီးယပ်
rule	စနစ်
add	လှောက်
Scorpio	ဗြိစ္ဆာ
price	ဈေးနှုန်း
social network	လူမှုကွန်ရက်
regard	မှု
accident	မတော်တဆမှု
dry article	အခြောက်
tomboy	ယောက်ျားလျာ
effete	မိန်းမလျာ
curtain	ကန့်လန့်ကာ
gold embroidery	ရွှေချည်ထိုး
boxing	လက်ဝှေ့
bando	ဗန်တို
banshay	ဗန်ရှည်
naban	နပန်း
မြို့	မိတ္ထီလာ
မြို့	တောင်ငူ
မြို့	စစ်တွေ
မြို့	ပခုက္ကူ
မြို့	လွိုင်ကော်
မြို့	မြင်းခြံ
မြို့	ဟားခါး
မြို့	ရေနံချောင်း
မြို့	လှည်းကူး
မြို့	မိုးကုတ်
မြို့	ရွှေဘို
မြို့	မင်းဘူး
မြို့	ဟင်္သာတ
မြို့	သန်လျင်
မြို့	အောင်လံ
မြို့	ညောင်လေးပင်
မြို့	ဘိုကလေး
မြို့	မကွေး
mango	သရက်
မြို့	သာယာဝတီ
မြို့	မြဝတီ
မြို့	တာချီလိတ်
မြို့	အမရပူရ
Mandalay	ရတနာပုံ
Mandalay	ရတနာပူရ
Bagan	အရိမဒ္ဒနာပူရ
Sagaing	ဇေယျာပူရ
city	ပူရ
Tripura	တြိပူရ
Manipur	မဏိပူရ
three	တြိ
four	စတု
two	ဒွိ
မြို့	ဝေသာလီ
မြို့	သာဝတ္ထိ
ပြည်နယ်	ဩရိဿ
ပြည်နယ်	မဇ္ဈဒေသ
ပြည်နယ်	ရာဇဌာန်
ပြည်နယ်	ဥတ္တရခဏ္ဍ
ပြည်နယ်	မေဃာလယ
ပြည်နယ်	မဟာရဋ္ဌ
မြို့နယ်	အင်းစိန်
မြို့နယ်	ကြည့်မြင်တိုင်
မြို့နယ်	တာမွေ
မြို့နယ်	ကမာရွတ်
မြို့နယ်	ကျိုက်မရော
ဘုရား	ကျိုက်ထီးရိုး
မြို့နယ်	ကျိုက်ထို
မြို့	ကျိုက္ခမီ
children	အောက်သား
gland	အကျိတ်
fairness	တရား
Sangha	သံဃာ
upcountry	အထက်သား
person	တောသား
final stop	ဂိတ်ဆုံး
store	စတိုး
noodle shop	ခေါက်ဆွဲဆိုင်
street stall shop	လမ်းဘေးဆိုင်
nun	ဘိက္ခုနီ
renunciant	မယ်သီလ
bodhisattva	ဗောဓိသတ်
Ku Klux Klan	ကူကလပ်ကလန်
work	အလုပ်အကိုင်
မြို့	ဦလန်ဘာတာ
type	မြင်းဆေး
monastery	ဝိဟာရ
goddess	ဝသုန္ဓရာ
goddess	ဝသုန္ဓရေ
chair	သဉ္ဇာလီ
martyr	အာဇာနည်
infinity	အနန္တ
ဝါသနာရှင်	ဝါသနာရှင်
interest	အတိုး
white	ဖ္လူ
stepfather	ပထွေး
stepmother	မိထွေး
steamer	မီးသင်္ဘော
wed	မင်္ဂလာဆောင်
wed	ထိမ်းမြား
wed	အိမ်ထောင်ပြု
negotiate	စေ့စပ်
corpse	မသာ
ruby	ကျောက်နီ
doctor	ဒေါက်တာ
divorcee	တစ်ခုလပ်
consecration	ဘိသိက်
shawl	စုလျား
power	တန်ခိုးရှင်
chewing gum	ပီကေ
asthma	ကုတ်ဟီးနာ
Caucasian	ကုလားဖြူ
pension	ပင်စင်
pensioner	ပင်စင်စား
European	သိုးဆောင်း
shop	ပြည်သူ့ဆိုင်
state-owned	ပြည်သူပိုင်
nationalized	ပြည်သူပိုင်သိမ်း
people	ပြည်သူ
sign	ဆိုင်းထိုး
breakfast	နံနက်စာ
vermicelli salad	ကြာဆံသုပ်
noodle	နွားနို့ခေါက်ဆွဲ
cow's milk	နွားနို့
poori	အာလူးပူရီ
noodle salad	နန်းပြားသုပ်
rice salad	ထမင်းသုပ်
pickled mango	သရက်သီးသနပ်
salad	အသုပ်
salad	အသုပ်စုံ
chicken sausage	ကြက်အူချောင်း
egg roll	ကော်ပြန့်
spring roll	ကော်ပြန့်စိမ်း
egg roll	ကော်ပြန့်ကြော်
Ovaltine	အိုဗာတင်း
Milo	မိုင်လို
pennywort salad	မြင်းခွာရွက်သုပ်
rice pudding	မုန့်ဦးနှောက်
seaweed salad	ကျောက်ပွင့်သုပ်
fish cake	ငါးဖယ်
Channa striata	ငါးရံ့
croquette	ကတ်သလိတ်
century egg	ဆေးဘဲဥ
tripe	ကလီစာ
Pyu	ပျူ
special	ရှယ်
son of a bitch	ခွေးမသား
bitch	ခွေးမ
lunch	နေ့လယ်စာ
supper	ညစာ
Hmong	မုံ
Vesak	ကဆုန်လပြည့်နေ့
Mekong	မဲခေါင်မြစ်
fritter	အကြော်
coconut rice	အုန်းထမင်း
sticky rice	ရွှေထမင်း
glutinous rice	ခေါပျဉ်
omelette	ခနုံထုပ်
rice	ပေါ်ဆန်းမွှေး
vegetable	မာလာဟင်း
salad	တိုဟူးသုပ်
chickpea	တိုဟူးနွေး
larder	ကြောင်အိမ်
glutinous rice	ကောက်ညှင်းပေါင်း
glutinous rice	ကောက်ညှင်း
glutinous rice	ခေါပုတ်
glutinous rice	ပေါင်းတင်း
vegetable	ဆူးပုပ်
heavy	ဂရု
long	ဒီဃ
aspirated sound	ဓနိတ
nasal sound	နိဂ္ဂဟိတ
short sound	ရဿ
voiced sound	လဟု
conjunction	သမ္ဗန္ဓ
unaspirated sound	သိထိလ
palatal	တာလုဇ
alveolar	မုဒ္ဓဇ
dental	ဒန္တဇ
labial	ဩဌဇ
မြို့	သံတွဲ
မြို့	ဘူးသီးတောင်
မြို့	ကျောက်ဖြူ
မြို့	မြောက်‌ဦး
မြို့	ပုဏ္ဏားကျွန်း
မြို့	မာန်အောင်
မြို့	မောင်တော
မြို့	ကျိန္တလီ
east	ပုဗ္ဗ
west	ပစ္ဆိမ
as well	၎င်း
consult	တိုင်ပင်
roe	ငါးဥ
appellate court	တရားလွှတ်တော်
supreme court	တရားလွှတ်တော်ချုပ်
lower house	ပြည်သူ့လွှတ်တော်
upper house	အမျိုးသားလွှတ်တော်
upper house	အထက်လွှတ်တော်
lower house	အောက်လွှတ်တော်
client	ဖောက်သည်
upper house	လူမျိုးစုလွှတ်တော်
council	ကောင်စီ
temple	ဘုရားကျောင်း
Chinese temple	ဘုံကျောင်း
church	ဘုရားရှိခိုးကျောင်း
Catholic	ကက်သလစ်
Roman Catholic	ဘရင်ဂျီ
shrine	နတ်နန်း
shrine	နတ်ကွန်း
Avalokiteshvara	လောကနတ်
lunar month	စန္ဒြမာသ
solar	သူရိယမာသ
Kathina	ကထိန်
Eight Precepts	ဥပုသ်
Eight Precepts	သီတင်းသီလ
Sri Lanka	သီဟိုဠ်
Panji	အီနောင်
Genghis Khan	ဂျင်ဂစ်ခန်
hay	မြက်ခြောက်
accommodation	နေရာထိုင်ခင်း
tip	သဒ္ဓါကြေး
tip	ဘောက်ဆူး
tip	ဘော်ဒါကြေး
faith	သဒ္ဓါ
mayor	မြို့တော်ဝန်
prime number	သုဒ္ဒကိန်း
stative verb	သုဒ္ဒကြိယာ
honorarium	ဉာဏ်ပူဇော်ခ
bankruptcy	ဒေဝါလီခံ
worship	ပူဇော်
naming ceremony	နာမကရဏ
royal ploughing ceremony	လယ်ထွန်မင်္ဂလာ
name	နာမ
crown prince	အိမ်ရှေ့မင်း
crown prince	ဥပရာဇာ
princess	ထိပ်စုဖုရား
princess	ထိပ်ခေါင်တင်
crown princess	တစ်ပင်တိုင်မင်းသမီး
chief queen	နန်းမတော်
queen	အဂ္ဂမဟေသီ
queen	ပြင်သည်
title	ရာဇဂုရု
title	ရာဇာဓိရာဇဂုရု
title	အဂ္ဂမဟာပဏ္ဍိတ
teacher	ဂုရု
teacher	အာစရိယ
ceremonial pot	အတာအိုး
duke	မြို့စား
duke	ရွာစား
Vishnu	ဗိဿနိုး
Shiva	သိဝ
Diwali	ဒီပါဝလီ
Saraswati	သူရဿတီ
Ganesha	မဟာပိန္နဲ
Indra	သိကြား
Brahma	ဗြဟ္မာ
lord	ဣန္ဒာ
Mahabharata	မဟာဘာရတ
Ravana	ရာဝဏ
Ravana	ဒဿဂီရိ
Sita	မယ်သီတာ
Hanuman	ဟနူမာန်
Sita	သီတာဒေဝီ
Lakshmana	လက္ခဏ
Vibhishana	ဘိဘိသန
Vali	ဘာလိ
Parashurama	ပသျှူးရာမ
palace	ရွှေတောင်
palace	ရဝေ
palace	ကြငှန်း
goddess	ဒေဝီ
god	ဒေဝ
လူမျိုး	ပသျှူး
လူမျိုး	မလေး
title	ပညာကျော်
title	ပညာဗလ
title	မဟာပညာဗလ
title	သုဓမ္မသိင်္ဂီ
morale	စိတ်ဓာတ်
feudal lord	ပဒေသရာဇ်
New Year's Day	နှစ်ဆန်းတစ်ရက်နေ့
New Year's Day	နှစ်ဆန်းတစ်ရက်
Independence Day	လွတ်လပ်ရေးနေ့
Union Day	ပြည်ထောင်စုနေ့
Labour Day	အလုပ်သမားနေ့
Martyr	အာဇာနည်နေ့
National Day	အမျိုးသားနေ့
Eid	ဘက္ကဒီးအစ်
Eid	အစ်
full moon	လပြည့်နေ့
Magha Puja	တပေါင်းလပြည့်နေ့
astrology	ဟူးရား
vocalist	အဆိုတော်
actor	သရုပ်ဆောင်
orchestra	ဆိုင်းဝိုင်း
မြို့	ဇင်းမယ်
Gautama Buddha	သုဒ္ဓေါဒန
Gautama Buddha	ဒေဝဒတ်
Gautama Buddha	ရာဟုလာ
Gautama Buddha	ယသောဓရာ
Gautama Buddha	သာရိပုတ္တရာ
Gautama Buddha	မဟာမောဂ္ဂလာန်
Gautama Buddha	မဟာကဿပ
Gautama Buddha	အနုရုဒ္ဓါ
Gautama Buddha	ဥပါလိ
Gautama Buddha	သိဒ္ဓတ်မင်း
Gautama Buddha	သိဒ္ဓတ္ထ
creature	တိုးနရား
naga	နရား
bird	ကိန္နရာ
bird	ကိန္နရီ
sea monster	မကန်း
bird	ကရဝိက်
birds	ဂဠုန်
flying horse	ဝလာဟကမြင်း
chimeric	မနုဿီဟ
mantra	ဂါထာ
charity	ဒါန
defilement	ကိလေသာ
story	ဇာတ်တော်
birth stories	ဇာတ်ကြီးဆယ်ဘွဲ့
rice pancake	တိုရှေ
greet	နှုတ်ဆက်
give directions	လမ်းပြ
Sri Lanka	အနုရာဓပူရ
Sri Lanka	သီဂိရိယ
Sri Lanka	သီရိဇေယျဝဓနပူရကိုတဲ
pearl	အာနီ
South India	ချစ်တီး
pea	ပါတာနီ
deity	ဓမ္မပါလ
Buddhist	မြင်းမိုရ်
Karen New Year	ကရင်နှစ်သစ်ကူး
ethnic group	ရခိုင်
ethnic group	ကယား
diligence	ဝီရိယ
Ten Perfections	ခန္တီ
resolution	အဓိဌာန်
detachment	ဥပေက္ခါ
saint	မုနိ
enlightenment	အလောင်း
Buddha	ဘုရားလောင်း
Buddha	မဟာသာဝက
archangel	မာရ်နတ်
evil	မာရ်
enshrined relic	ဌာပနာ
pagoda	ထီးတင်
sect	ဂိုဏ်းအုပ်
plural	ဗဟုဝုစ်ကိန်း
singular	ဧကဝုစ်ကိန်း
bully	ဗိုလ်ကျ
colonel	ဗိုလ်မှူးကြီး
brigadier general	ဗိုလ်မှူးချုပ်
officer cadet	ဗိုလ်လောင်း
major general	ဗိုလ်ချုပ်
general	ဗိုလ်ချုပ်ကြီး
senior general	ဗိုလ်ချုပ်မှူးကြီး
captain	ဗိုလ်ကြီး
warrant officer	အရာခံဗိုလ်
vice warrant officer	ဒုတိယအရာခံဗိုလ်
sergeant	တပ်ကြပ်ကြီး
sergeant	တပ်ကြပ်
vice sergeant	ဒုတိယတပ်ကြပ်
sergeant	တပ်ခွဲတပ်ကြပ်ကြီး
vice senior general	ဒုတိယဗိုလ်ချုပ်မှူးကြီး
lieutenant general	ဒုတိယဗိုလ်ချုပ်ကြီး
lieutenant colonel	ဒုတိယဗိုလ်မှူးကြီး
second lieutenant	ဒုတိယဗိုလ်
ethnic group	ပအို့ဝ်
ethnic group	ပလောင်
ethnic group	လီဆူ
ethnic group	အာခါ
ethnic group	ပန်းသေး
ethnic group	အင်းသား
ethnic group	ကသည်း
Marma	မရမာ
Marma	မရမာကြီး
script	ဒေဝနာဂရီ
script	နာဂရီ
cultivator	တောင်သူ
မြို့	မာလကာ
မြို့နယ်	ဒဂုံ
head	ဂိုဏ်းချုပ်
sundry need	နဝကမ္မ
taro	ပိန်းဥ
pandan	ကွမ်းမွှေး
pandan	ဆပ်သွားဖူး
jicama	စိမ်းစားဥ
sect	နိကာယ
desire	အာလယ
style	မဟေ
style	သု
finish	အပြီးသတ်
karma	ကံကြမ္မာ
karma	ကုသိုလ်ကံ
verbal	ဝစီကံ
bodily	ကာယကံ
mental	မနောကံ
speech	ဝစီ
mind	မနော
century	ရာစု
century	ရာစုနှစ်
saddle	ကုန်းနှီး
watchman	အစောင့်
guardian	အထိန်း
sodium	ဆိုဒီယမ်
arsenic	စိန်ဖြူ
chlorine	ကလိုရင်း
potassium	ပိုတက်ဆီယမ်
Salicaceae	မျောက်ချော
vitamin	ဗီတာမင်
hunter	မုဆိုး
paddy farmer	လယ်သမား
Siberia	ဆိုက်ဘေးရီးယား
ပျဉ်း	ပျဉ်းကတိုး
fisherman	ရေလုပ်သား
fisherman	ရေသူ
fisherman	ပိုက်သမား
drunk	ယစ်ထုတ်
fruit	သီးသီး
barn owl	လင်ကောင်ပိုး
ငှက်ဆိုး	ငှက်ဆိုး
သီးပင်	သီးပင်
သင်္ဘောဆီးဖြူ	သင်္ဘောဆီးဖြူ
amla	ဆီးဖြူ
swallow	မျို
timber	ယင်းမာ
tamarind	မန်ကျည်း
ရန်ကုန်	သစ်ဆိမ့်
stir up	နှောက်
တောင်ဖက်ဝန်း	တောင်ဖက်ဝန်း
santol	သစ်တို
သစ်	သစ်ကတိုး
mug	မတ်ခွက်
murderer	လူသတ်သမား
Sumatran rhinoceros	ကြံ့လျော်
Pleiades	ဖျောက်ဆိပ်
သစ်မန်ကျည်း	သစ်မန်ကျည်း
call	မိုးခေါ်
tug of war	လွန်ဆွဲ
eleventh	ဧကာဒသမ
again	ပြန်လှန်
believe	ယုံ
သစ်ပုပ်	သစ်ပုပ်
match-making	စောပြာ
မအူလက်တံရှည်	မအူလက်တံရှည်
ဆိတ်ချေး	ဆိတ်ချေး
Bombax ceiba	လက်ပံ
Trincomalee wood	ဖက်ဝန်း
rhyme	ကာရန်
Croton tiglium	ကနခို
castor oil plant	ကြက်ဆူ
counter	ကောင်တာ
register	ရေစစ္စရီ
မန္တလေး	ယမနေ
companion	အဖော်
fork	ခက်ရင်း
သစ်ပုပ်ပင်	ဘိုင်
improve	တိုးတက်
basket	ခြင်း
progress	တိုးတက်ခြင်း
development	တိုးတက်ရေး
backpack	ကျောပိုးအိတ်
jeans	ဂျင်းဘောင်းဘီ
witness	သက်သေ
miracle	ပြာဋိဟာ
describe	သရုပ်ဖော်
show	ဖော်ပြ
description	ဖေါ်ပြချက်
improve	ပြုပြင်
do	ပြု
kerosene	ရေနံဆီ
your	နင့်
bit	ဇက်
put into	သွင်း
sickle	တံစဉ်
sweet potato	ကန်စွန်းဥ
gunpowder	ယမ်းမှုန့်
conflict	ပဋိပက္ခ
lust	ရာဂ
passion	ကာမ
lust	ရမ္မက်
desire	တဏှာ
gill	ပါးဟက်
penguin	ပင်ဂွင်
mangrove	ရင်းရဲ
musician	ဂီတသမား
dancer	ကချေသည်
scale	အကြေး
scythe	မြက်ခုတ်ဓား
rice	စပါး
shy	ရှက်
bask	လှုံ
coup d'état	အာဏာသိမ်း
cement	အင်္ဂတေ
varnish	ဗားနစ်
concrete	ကွန်ကရစ်
stockade	တပ်
blade	ဓားပြား
backbone	ကျောရိုး
security	လုံခြုံရေး
security	ဘေးဆီးရန်ကာ
portrait	ပုံတူ
portrait	ပုံတူကား
organisation	ဖွဲ့စည်းပုံ
chance	အခွင့်အရေး
centipede	ကင်းခြေများ
washer	ဝါရှာ
fine	ဒဏ်ငွေ
finance	ဘဏ္ဍာရေး
bolt	မူလီ
friendship	ခင်မင်မှု
grief	ပရိဒေဝ
sorrow	အဆွေး
heat	အပူ
delight	ပီတိ
joy	သောမနဿ
governor	ဘုရင်ခံ
keyboard	လက်ကွက်
flood	ရေကြီး
flood	ရေကြီးခြင်း
typhoon	တိုင်ဖွန်း
different	တခြား
witch	ရွာသူ
witch	စုန်း
poet	ကဝိ
wizard	ကဝေ
earthquake	ငလျင်
invent	တီထွင်
invention	တီထွင်မှု
bright	လင်း
open	ဖွင့်
explain	ဖြေရှင်း
echo	ပဲ့တင်သံ
bowl	သပိတ်
demonstration	ဆန္ဒပြပွဲ
whore	ဖာသည်မ
cunt	ဆပ္ပတ်
fuck	လိုး
always	အမြဲ
always	အမြဲတမ်း
paprika	အရောင်တင်မှုန့်
bamboo shoot	မျှစ်
asparagus	ကညွတ်ရိုး
djenkol	တညင်းသီး
bean sprouts	ပဲပင်ပေါက်
bitter melon	ကြက်ဟင်းခါးသီး
carrot	မုန်လာဥနီ
cauliflower	ဂေါ်ဖီပန်း
Chinese cabbage	မုန်ညှင်းဖြူ
black rice	ငချိတ်
lentil	ပဲနီလေး
daikon	မုန်လာဥ
pumpkin	ရွှေဖရုံသီး
sesame oil	နှမ်းဆီ
urad	မတ်ပဲ
water spinach	ကန်စွန်း
winter melon	ကျောက်ဖရုံ
navy bean	ပဲကြီး
chickpea	ကုလားပဲ
catfish	ငါးခူ
besan	ပဲမှုန့်
peanut oil	ပဲဆီ
tindora	ကင်းပုံ
stage	ဇာတ်ခုံ
tier	အဆင့်
timber	ပျဉ်
board	ဘုတ်
cotton	ဝါဂွမ်း
bouquet	ပန်းစည်း
species	မျိုးစိတ်
mine	သတ္တုတွင်း
pattern	အတိုင်း
jungle	ဝနာ
baseball	ဗေ့စဘော
baseball	ဘေ့စ်ဘော
spindle	ချည်လုံး
taro cake	အော်ကေ့ကြည်
Chinese New Year	တီကေ့
လက်သီး	လက်သီး
millet	ဆပ်
sprinkler	ရေပန်း
illness	နာမကျန်း
illness	အဖျားအနာ
illness	ဗျာဓိ
seed	အဆန်
advice	အကြံပေးချက်
pact	စာချုပ်
contract	ကန်ထရိုက်
condition	အခြေအနေ
Mimusops elengi	ခရေ
Madhuca longifolia	ကမ်စော်
Anacardiaceae	သင်ပေါင်း
dessert	နန်းကထိ
glutinous rice	ခနုံအီ
sweetmeat	မာစကတ်
sago	သာဂူပြင်
fried rice	ထမင်း‌ကြော်
တောသီတင်း	တောသီတင်း
တောင်သလဲ	တောင်သလဲ
သစ်ဖြူ	သစ်ဖြူ
တောမန်ကျည်း	တောမန်ကျည်း
ပင်လယ်ကနစို	ပင်လယ်ကနစို
မြို့	ကီးယက်
မြို့	ဝါဆော
party	ဘီးကြယ်
shape	ပလပ်ကြွတ်
gardenia	မှန်လာ
elephant apple	သပြု
beyond	နိုင်းကျော်တယ်
timber	ထောက်ကြံ့
မှန်ဖြူ	မှန်ဖြူ
မှန်တော့	မှန်တော့
သီဟိုဠ်သရက်	သီဟိုဠ်သရက်
စောင်းလျား	စောင်းလျား
ကျွဲပြည့်စင်	ကျွဲပြည့်စင်
သင်ပန်း	သင်ပန်း
mother-of-pearl	မုတ်ခွံ
oyster shell	ကနုကမာ
မဏိ	မဏိဩဂ
လက်ပံခါး	လက်ပံခါး
Spondias pinnata	ဂွေး
ညောင်ကြက်ပေါင်	ညောင်ကြက်ပေါင်
ဖန်ခါး	ဖန်ခါး
ဖန်ခါးသီး	ဖန်ခါးသီး
တောကြက်မောက်	တောကြက်မောက်
ပျဉ်း	ပျဉ်းမ
ညောင်ဖြူ	ညောင်ဖြူ
sappanwood	တိန်းညက်
စွယ်စုံကျမ်း	စွယ်စုံကျမ်း
သို့သော်	သို့သော်
Atlantic Ocean	အတ္တလန္တိတ်သမုဒ္ဒရာ
Indian Ocean	အိန္ဒိယသမုဒ္ဒရာ
Pacific Ocean	ပစိဖိတ်သမုဒ္ဒရာ
Arctic	အာတိတ်
test	အစမ်း
သင်္ဘောကြက်ဆူ	သင်္ဘောကြက်ဆူ
photographer	ဓာတ်ပုံဆရာ
couple	ဒွေးဘော်
couple	ယမက
bunch	အတွဲ
ride	စီးနင်း
bright	တောက်ပ
rook	ကျီးအ
မျောက်	မျောက်လုတ်
pineapple	နာနတ်သီး
mama	မေမေ
သစ်	သစ်စေး
မွှေး	ခရာမွှေး
မြို့	မင့်စ်
ထိုးသတ်	ထိုးသတ်
ငါးမြစ်ချင်း	ငါးမြစ်ချင်း
ငါး	ငါးသလောက်
ငါးကျပ်တင်	ငါးကျပ်တင်
ငါးဖျင်း	ငါးဖျင်းသလက်
attack	ရန်ပြု
surroundings	ပတ်ဝန်းကျင်
clove	လေးညှင်း
လေးညှင်းပွင့်	လေးညှင်းပွင့်
ဆားရည်	ဆားရည်
လယ်ထွန်	လယ်ထွန်
sign	သင်္ကေတ
မျောက်	မျောက်လောင်း
သက်ဆိုင်	သက်ဆိုင်
သင်္ဘောမညှိုးပန်း	သင်္ဘောမညှိုးပန်း
boarder	ဘော်ဒါ
ကြိုးစား	ကြိုးစား
fortress	ခံမြို့
fort	ခံတပ်
safe	မီးခံသေတ္တာ
safe	အာမခံသေတ္တာ
nucleus	နျူကလိယ
Yamuna	ယမုန်နာ
dot	ဗိန္ဒု
pomegranate	တလည်း
pomegranate	သလဲသီး
end	အဆုံး
auspicious	ရက်ရာဇာ
inauspicious	ပြဿဒါး
forest	ဟေမာ
Himalaya	ဟိမာလယ
gold	သုဝဏ္ဏ
avarice	လောဘ
king	ရှင်ဘုရင်
absolute monarchy	အသက်ဦးဆံပိုင်
crown prince	အိမ်ရှေ့မင်းသား
offspring	ဩရသ
prime minister	ဝန်ရှင်တော်
privy council	ဗြဲတိုက်
herald	သံတော်ဆင့်
royal treasury	ရွှေတိုက်
library	ပိဋကတ်တိုက်
mint	ဒင်္ဂါးတိုက်
forcibly	အဓမ္မ
criminal	ရာဇသတ်
legal	ဓမ္မသတ်
Pali	နိဿယ
criminal	ရာဇဝတ်
sibling	ပေါက်ဖော်
မြို့	အယုဓျာ
မြို့	ကေတုမဒီ
မြို့	ရတနာသိင်္ဃ
မြို့	ဝိဇယပူရ
ပြီး	ပြီးတော့
cheetah	သစ်ကျုတ်
inheritance	အမွေ
pin	ပင်အပ်
epidemic disease	ကပ်နာ
grandmother	ဘွား
center	ဗွေ
little egret	ဗျိုင်း
captain	ကက်ပတိန်
sulfur	ဆာလဖာ
calcium	ကယ်လဆီယမ်
wealth	ထော
eagle	လင်းယုန်
pigeon	ခို
Madhuca longifolia	မည်စည်
gold leaf	မျက်ပါး
gold leaf	ရွှေမျက်ပါး
quiz	ဉာဏ်စမ်း
bus stop	ကားမှတ်တိုင်
post	မှတ်တိုင်
maiden	ယမင်း
puppet government	ရုပ်သေးအစိုးရ
အခါတစ်ပါး	အခါတစ်ပါး
meteorological	မိုးလေဝသ
good bye	တာတား
summer	ဂိမှာန်
winter	ဟေမန္တ
spring	နွေဦးရာသီ
autumn	ဆောင်းဦးရာသီ
winter	ဆောင်းရာသီ
summer	နွေ
spring	နွေဦး
crepe	ခေါက်မုန့်
donut	မုန့်လက်ကောက်
rice flour	မုန့်လင်မယား
Mawlamyine	မုန့်အုပ်ကလေး
change	ပြောင်းလဲ
ping pong	ပင်ပေါင်
ဆိုဆုံးမ	ဆိုဆုံးမ
ဆိုမြည်	ဆိုမြည်
ဆိုရိုးစကား	ဆိုရိုးစကား
Red Cross	ကြက်ခြေနီ
Red Cross	ကြက်ခြေနီအသင်း
pandemic	ကပ်ရောဂါ
pandemic	ရောဂန္တရကပ်
